ATG41	-2.4529064714923594	0
DID2	-2.096269419921656	0
YPT1	-1.6637925338967776	1
ERV25	-1.989428336482002	0
CDC14	-2.058254863021407	0
ATG8	-0.8105892775986033	1
NAT1	-2.7008241284198427	0
PRI1	-2.2566923953495857	0
PUF3	-1.779216232935101	0
PEP8	-2.014677599997205	0
PMR1	-1.330975990368941	0
IMD3	-2.9796529059761427	0
RPP0	-2.735270948960089	0
APE1	-1.868840942728577	0
MYO5	-2.3402088842526565	0
RPS22A	-3.1041866245608585	0
RQC2	-2.393014602768342	0
RPS3	-2.9161714388466677	0
COY1	-2.0393273180835765	0
SEC21	-2.1399721802393126	0
SNF7	-1.964054145748364	0
CAF40	-2.1685606359996514	0
RPL36A	-2.9894144058296206	0
AKR1	-2.154994815950313	0
GCD11	-2.052906188084571	0
TIF5	-2.8259961101238913	0
UFE1	-1.9231384980278727	0
SAR1	-2.3804802384137433	0
EMP24	-2.0092569150701034	0
RPS22B	-3.065498687735575	0
RPL24A	-3.0625798840547116	0
RPL33A	-2.928770660956059	0
RPL25	-3.04895953326871	0
PRI2	-2.098047194674368	0
SEC27	-1.662365364294824	0
DNF2	-2.7993390620102927	0
ISW1	-1.13055803744692	0
NIP1	-2.6925927869379223	0
SNC1	-1.8584001474241707	0
SHM1	-2.4459487146714167	0
VPS17	-1.6161989379857071	0
UBC7	-1.9133407335849797	0
RPL26B	-2.840445216864078	0
CLA4	-1.9818592482984152	0
SAC6	-2.0756158017863457	0
KSP1	-1.7310165260590986	1
SEC18	-1.7516248064476596	1
SEC23	-1.6980790869523572	1
RPL20A	-3.0057873486226585	0
YPT31	-1.7971339953813832	1
SVP26	-2.550596675852713	0
RPS4A	-2.9871377440914735	0
ARP2	-2.1187224169562637	1
RPS10A	-2.5373066596341345	0
RPL11B	-2.8310834186959912	0
SNC2	-1.8030208901694098	0
ELO2	-2.4801242953385136	0
RPS7A	-3.101868446765904	0
DBP2	-2.681190705294144	0
BET1	-2.018201366736129	0
RPG1	-2.6343180001353677	0
RPS5	-3.0904227749218114	0
DNF1	-2.2194737990945037	0
VPS1	-1.4167101311625796	0
BOS1	-1.8137420074136736	0
ERV41	-2.290117501757897	0
RPL2A	-2.635244727934229	0
RPL18A	-3.186401751027921	0
SED5	-1.8468724036108437	0
NOG1	-2.6952287461113884	0
SSB1	-0.9253463464453324	0
RPS9A	-3.0566537522294532	0
RPS13	-3.115393264940006	0
CAF130	-2.4101968821834436	0
RPS14A	-2.943926132971889	0
TVP38	-2.1417536503633468	0
SYS1	-1.692694634451596	0
VTI1	-1.213015631917968	1
FKS1	-1.9401599396851623	0
POL1	-2.0334986629424288	0
RPS28B	-3.0946736020774814	0
LSP1	-1.9057838763418478	0
DID4	-1.8077291303533707	0
RPL6A	-2.984085055338917	0
YIP3	-1.8886802409566057	0
COG3	-1.4564158110671812	1
MIS1	-2.8726013899405936	0
VID24	-2.137890573378799	0
ERV46	-2.4202193291282748	0
SLY1	-1.8594633652044927	0
SSA2	-0.7245102296188854	0
PRT1	-2.7504929787513595	0
IPI1	-2.3816008633189703	0
RVB2	-2.129045344692278	0
IST2	-2.0294816919026566	0
RPL33B	-3.127911439384892	0
TLG2	-1.245871639654538	1
RPL8B	-2.9411043977790525	0
MNR2	-2.017400322802264	0
YCK3	-2.0564805604095717	0
PEP12	-1.5226541217072922	0
RPL7A	-2.866896851941799	0
MAK5	-2.4198878190261532	0
RLI1	-2.8340777069066245	0
RHO1	-2.3703707913323973	0
MPT5	-1.3003299991335289	0
YCK1	-1.4527659846550276	0
SUI1	-2.587662993502736	0
SSA1	-0.38577149664522303	0
RPS6A	-2.8289394798639886	0
YDJ1	-1.3760116036502352	0
GVP36	-2.3278378955203873	0
RPS18A	-2.906029587072751	0
SUI2	-2.300679750374332	1
FTH1	-2.3323798053915383	0
RPL12A	-3.0439513829140985	0
ENV10	-2.405895935875717	0
ERP2	-2.553294932660793	0
RPS1B	-3.023635316404315	0
PEP1	-2.154689283986337	0
RVB1	-2.200178849498287	0
TLG1	-1.818273205129855	0
POP2	-1.1716232089363658	0
VPS34	-1.951705585863521	1
TIF35	-2.8379305693492842	0
VPS8	-1.9948591173552113	0
PRP6	-2.2877460370949567	0
UBP14	-2.1902384031335416	0
VMA9	-2.4225222627085095	0
CDC10	-2.2774652139447333	0
ERS1	-2.0688842205636964	0
RRP8	-2.3385769870996356	0
VPS64	-2.0491115682907273	0
VMA3	-1.9363148562953012	0
PRP22	-2.3687650856585982	0
LSM4	-2.3137499558472396	0
SCS2	-2.1261127091771375	0
PTR3	-2.0594474651324326	0
SER2	-2.4050833965061003	0
SOP4	-2.4620512338470535	0
ILM1	-1.7770890726390256	0
PCK1	-1.2139303388294524	0
CDC45	-1.9221335265305666	0
LCB5	-1.8532556446005322	0
DBP9	-2.2137745634559307	0
HRI1	-2.3138409206775217	0
CDA1	-0.8985465441932777	0
SGD1	-1.8671394404480341	0
PAU4	-1.191075389848766	0
NGL3	-1.700261840852739	0
RAD52	-1.6321927495916264	0
CIN4	-2.12021488782758	0
ERG8	-2.4745352330359625	0
NRD1	-1.7865640848079258	0
SIN4	-2.0028586947861875	0
HXT17	-2.406667180679217	0
MEK1	-2.0822669105770815	0
MDL2	-2.32617942442077	0
SPO19	-1.3380309266303088	0
EST1	-1.695035738520374	0
ENV7	-2.206933057147826	0
ATG10	-2.210750933823967	1
ATG12	-1.9308499438665754	1
ATG13	-1.8176520045381408	1
ATG16	-1.235389762789063	1
ATG20	-1.813460411285672	0
ATG5	-1.8667535574152883	1
ATG7	-1.2801362684069795	1
CCZ1	-1.7641434443652297	1
CLG1	-2.1380819982738353	0
PHO80	-1.684232961383401	0
VPS30	-0.9085492017717831	1
CMR1	-1.9663543712930713	0
TAO3	-1.5768173364433273	0
BET4	-1.2775860241436994	0
RAT1	-1.975897615716326	0
FIG1	-2.7006603182436617	0
DGK1	-2.3347740889925093	0
HCS1	-2.2981131307126526	0
VMA5	-2.600218907007469	0
ADH2	-1.4573108190925974	0
MDM32	-2.126089729240313	0
LEA1	-1.7679313809472537	0
MED8	-2.078518541865038	0
SUP35	-2.0583699845248398	0
UBC1	-2.5148686588899065	0
CAB5	-2.0665839782011166	0
ESF1	-2.5376126761582514	0
PRP3	-1.9697602285961275	0
LCP5	-2.270810907482282	0
PAB1	-1.8213809026143084	0
SPB4	-2.1773644916287234	0
ALG13	-1.2422415142108596	0
CDC20	-1.4974668610582536	0
BRR6	-2.14949121270096	0
UTP8	-2.7380409065912814	0
YPP1	-2.3531515955857696	0
BRL1	-1.676306374706656	0
KOG1	-1.9359465298238763	0
RPB3	-2.0693439148045343	0
SLN1	-1.8190921671491256	0
CYR1	-1.9020198406143454	0
TOR2	-2.0054627851363156	1
GPI13	-1.872500028322404	0
RLP24	-2.684533477755211	0
STU2	-1.2172970797590406	0
NUP116	-2.135944596083234	0
CUS1	-1.9637097009342743	0
WRS1	-2.7008433406650956	0
RPB10	-2.0474118112740674	0
GPI2	-1.821369523475949	0
YTH1	-2.01504415337729	0
SGV1	-1.5689063169974466	0
SYN8	-2.0557378946456555	0
ACS1	-1.0795462564752925	0
AST1	-2.708882457422618	0
ECM21	-1.9961538833848012	0
FAT1	-2.2655912727683116	0
FMP23	-2.6785401991474638	0
YBR221W-A	-2.3323684279463794	0
CDC50	-2.025545958432641	0
MNN10	-1.8768961673251114	0
APT2	-2.4988482042829925	0
SCY1	-2.4590841870830262	0
MRM2	-1.9607536014105804	0
CST6	-2.4095474974856383	0
IME1	-2.314421073530193	0
ACE2	-1.28775205979204	0
UBX2	-2.0628284964920356	0
VPS9	-2.004990085470639	1
SCS7	-1.6585492877562196	0
PHO23	-1.5801564113914344	1
ATO2	-1.5120039763889785	0
YPR015C	-2.4520916274125577	0
CLB5	-2.026661001352664	0
ASN1	-2.672721534969951	0
PST2	-2.4070349153912254	0
PIB1	-1.7726756220760056	0
PAL1	-2.5106353522252136	0
TCA17	-2.312657069537916	0
GLO3	-1.5504607420480627	0
LSB3	-2.2844847575073737	0
TAN1	-2.76278329649057	0
FMP48	-0.1476953205917575	0
YGR153W	-0.7049045286284872	0
RBG2	-2.5467361472413663	0
SCW4	-2.7403629265595155	0
YIL024C	-2.4222458027726956	0
YPS6	-2.269101867077296	0
MTC1	-1.686201117412418	0
RAV1	-1.8325881527757484	0
CBF1	-1.8300939871709456	0
BAT2	-2.4846836260048315	0
ATP7	-2.6189881618743005	0
DEF1	-2.4279487239647324	0
YKR011C	-1.9812627787505754	0
SIS2	-2.0357327539035692	0
HAP1	-2.3026145418018107	0
GSF2	-1.9163555688643965	0
CUE4	-2.168042995656653	0
TVP18	-2.216257827853236	0
INP52	-1.995163543314281	0
PEX17	-2.247291773672154	0
PPG1	-2.1782478874216826	0
PEX15	-1.9105028947831308	0
CRC1	-1.862025015109024	0
PUS7	-2.785426180704258	0
SSU1	-2.6930657814175407	0
YLH47	-2.595390467059788	0
CTF4	-1.5251763929943847	0
AUC:0.8235693666157242
