Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
P48527	23.8826784314	24.5603316763	25.2272136762	24.2222639453	24.4812051456	25.3701847799
P48558	25.1631774511	24.8394256357	24.9044009648	24.2185380381	23.5713607515	24.3538027260
P48562	24.7784387177	25.2857566594	25.0752465158	25.1032031306	25.2622930650	25.1073041713
P48563	26.6452394199	26.8085525015	27.0297196998	27.1495648035	26.7964957885	27.2838641036
P48567	27.2285558489	27.3835998234	27.8048270515	27.1189974781	27.2543252514	27.5451191711
P48570	31.0443563452	30.9186976223	30.9838661644	31.0331332011	30.4203186558	30.8888659572
P48582	28.2950473560	28.5780959819	28.6176322176	28.2920074477	28.3665554666	28.4118476460
P48589	34.7235646705	34.3895650097	35.1218484387	34.6709897937	34.4991392195	34.6979952849
P48606	28.8918812429	29.5463567014	29.2856760985	29.5260474323	30.4923957327	30.5408941312
P48813	25.8524416677	24.3813965882	25.5694869338	25.8429858016	24.1485153440	24.7941780603
P48836	29.8739542035	30.7280442308	30.3748442270	27.7622608567	27.3932790697	26.3216271051
P48837	27.5554856447	27.5972077258	27.5351680417	27.6134028626	27.6862625846	28.1149592973
P49017	27.9692440823	28.2271019529	27.6524694325	27.7870353582	27.9916967396	27.7562432122
P49018	29.1701785643	28.5783549438	27.6739178518	28.5452374583	28.7146037509	27.8338303546
P49089	31.2153957691	31.2174313555	31.4492730323	31.7388506747	31.8122493305	32.0380641989
P49090	32.5465778449	32.5705518491	32.1836465628	32.9574681899	33.1610466907	32.4167477046
P49095	30.3049058414	29.8399181983	30.1834729498	29.8555223617	29.6165749423	30.2796830492
P49166	28.6536569455	27.9777905621	29.4019576903	28.8915562748	28.5717994680	28.8254092206
P49167	32.5724849668	32.2993259724	32.4748224808	32.8451791630	32.3171899464	31.8591686509
P49334	27.2316731313	28.1300011742	27.7526694915	27.3289820829	28.2860351139	27.8438712570
P49367	28.5427831549	28.7014238094	28.8208995633	28.8514916108	28.9743820757	28.9004547854
P49435	30.3948451433	30.5609196196	30.7634109229	30.6693787900	30.3550290991	30.7083801237
P49573	27.4554858868	26.5294153102	24.6773412422	25.9887487177	24.2049797284	24.3775764378
P49626	30.3025401769	30.0975630629	30.7855416456	30.4220142996	29.9091190089	30.5064221901
P49686	24.9229188525	24.7725822435	24.9760957834	24.7984012729	24.8303308828	25.0439419392
P49687	27.3457990213	27.2664351729	27.2384350820	27.4211701993	27.4147365080	27.6466609554
P49704	24.1995557663	24.0924873018	23.3367496455	24.5648206971	24.0584587511	24.2966342511
P49723	31.5129864264	32.3824191806	31.7485444671	31.8771131085	32.4908058781	31.9403200074
P49775	25.3973265177	25.7406271598	25.9718772173	25.8966663904	26.0621045145	26.2973097035
P49954	28.9065844110	29.2452260001	29.3392329885	29.1325883587	29.2963549775	29.9181958972
P49955	24.9889261670	24.8489281600	24.9539885492	24.7451578163	24.9368189313	25.1234037974
P49957	25.9684553387	26.0263351564	25.6805728342	26.3683769307	25.9140827949	26.5159838840
P49960	24.5202846129	24.4970209470	24.8222063593	24.3042710424	25.8598339729	25.1796164543
P50076	24.3145270241	23.2100726002	23.2791149340	22.9280336295	22.5738981820	21.7618655341
P50079	23.7673527434	23.7457219958	25.6150735963	24.1240825355	24.5784475036	24.4191899231
P50085	29.2573493443	29.4591893053	29.2861504848	29.3510007776	29.6212864455	29.6115884306
P50086	29.1120199663	29.5334972036	30.0322927254	29.1839949462	29.7737294488	30.1099179635
P50087	26.3596541413	25.4105442907	25.4300859311	26.5801624550	26.0039634382	25.9908462155
P50089	25.0596663591	24.9818122250	25.0140802954	24.6051573715	25.0698419671	24.9989396114
P50090	24.2878823571	24.5062665490	24.8932902794	24.0175651698	24.2183072038	25.0863823676
P50094	33.0655446362	33.5015159019	33.1157881641	33.4101418212	33.3098012152	33.0662692972
P50095	31.8179829251	32.4108704543	31.7765152103	32.2591826461	32.3095514964	32.0438625031
P50101	27.8097281392	28.4150500326	27.9233986785	27.3719572248	27.9575372500	27.8828603542
P50102	24.9236256798	24.5813481705	24.5700327248	24.5916965963	23.6167098504	23.2089549901
P50105	25.9678115704	26.1992098916	25.8601320261	26.3864637836	26.2387041273	26.0139626666
P50106	25.8750787707	25.7585576908	25.6944671895	25.6386981694	24.9327200360	26.4357855502
P50107	28.7017517628	29.7864029581	28.8744221593	28.7776490096	30.2806548695	29.1238496064
P50108	26.3037954907	26.3742553607	26.2786566249	26.5159918268	26.3562761567	26.5537016135
P50109	28.6811547358	27.9650015776	28.0311097036	28.0644230455	28.5103924853	28.4057217239
P50110	26.1527063283	25.7394631199	26.4104404452	26.7821510707	26.6039846644	26.2128001232
P50111	24.5238492696	24.4287814443	24.4816945528	24.2241987032	23.9818233296	24.0394208253
P50264	25.5668847487	27.0475894870	26.3269409825	24.9402666880	26.2054188323	25.7305237329
P50278	27.0872331435	27.2921039890	27.1574036601	26.2462253716	27.0944791422	27.2111813417
P50623	26.4317077795	25.7481706115	25.6288215924	25.8983149655	26.6408978503	26.4303810324
P50861	31.2023242079	31.6194351051	31.1978694993	31.3896664119	31.1284001067	30.3440560977
P50874	24.2649343533	24.3365402100	24.5015586228	24.2543693593	24.3863019761	24.8087985183
P50875	24.8224507797	24.1469113804	23.7240783704	25.1125331623	24.4820248049	24.1697284479
P50896	27.1072662812	27.4972912446	27.3642630594	27.3294843557	27.5830829679	27.5041343290
P50942	25.4129727918	25.2824907538	25.3991934098	25.7525678228	25.0883022482	25.5677458685
P50945	25.3782929569	27.2070975282	26.8929164935	26.3277345034	26.7758399670	27.3486316435
P50946	26.1484241364	26.3489442722	26.7223967590	26.7544892039	26.4043803099	26.7512861830
P50947	25.7523765194	25.0963126300	25.1068367891	25.1391756389	25.5216738778	23.0283879563
P51402	28.2422733098	27.0538817910	28.9804726040	28.3715508204	27.9254492986	28.6138967283
P51534	25.8801864439	26.4446771550	26.0067095231	26.2377056868	26.8807871731	26.6954647332
P51601	27.9435450130	28.2465534729	27.8655326775	27.6639957478	27.7637502772	28.1926708344
P51862	23.3165417636	23.7319904049	23.8840009598	22.7117137949	23.2832858971	23.8457025772
P51996	25.8448572408	26.1443949467	26.2076400572	24.6455181608	24.7924604883	26.6345614458
P51998	27.2730261438	26.8285954744	27.0297196998	27.3492681077	27.2875235678	27.1897523506
P52286	29.6336991020	29.9660481054	30.2516337679	28.8118709556	28.9725606146	29.0028115296
P52488	27.3073291934	27.2547242480	27.5077696380	26.7848394749	27.7093299142	27.6798261795
P52489	33.7452647621	33.9156996994	34.1705818614	33.4007124083	33.8681630538	33.5597191288
P52490	25.3856193837	27.6881842256	28.0589350625	27.5730397618	27.5880696684	27.7680312535
P52491	24.7700298021	26.7531340619	26.6249809768	25.7374572506	26.8320424285	25.4619674395
P52553	28.4096965328	29.1193116808	27.5277472036	29.3339343812	29.6227880240	28.3027592776
P52593	27.6427045553	27.7600647652	27.7045688563	28.0529620051	27.8523602515	27.9689930291
P52867	24.3781637090	23.5237541141	23.7358511315	23.8598563346	21.9890800401	22.7168058426
P52868	25.2383942646	24.8330891953	24.3331821637	24.3054612152	24.4027692344	23.2758630659
P52870	26.7224898053	26.8538751916	27.6520010576	27.2675778979	27.1674331660	27.5446546348
P52871	27.2504928409	26.7086743998	26.9307996857	27.4636589655	25.7179060260	26.3530070197
P52891	27.0346594907	27.1771228918	27.2308384048	27.3921328492	27.1923991209	27.3867112344
P52893	29.1918810452	29.2415866581	29.0846977119	28.3109099822	28.9406940982	29.6485356156
P52910	32.3588168341	32.4045730795	32.0384173304	32.2907721026	32.3489126073	32.3208733580
P52911	26.8952708042	26.6837209690	26.1838247838	26.6566090691	26.8628667592	26.7963389726
P52917	28.3072471125	28.0817580231	28.1999994797	27.9698645862	28.3372819516	28.2265158834
P52918	27.3571030959	28.1383054193	27.4532052235	27.4295500165	27.7638150897	27.4305318972
P52920	25.0250692113	24.9884642014	25.3662223558	24.8280159161	24.4033322688	24.7637401049
P52923	25.8128883026	25.8433485540	26.2484372439	25.7227476495	25.5653586557	25.3033269037
P53008	29.2279055664	29.1645622788	29.0482964175	29.2852484684	29.6768625456	29.5506434148
P53009	25.7152823624	26.5907651802	28.3059989484	25.4907214818	26.3301127560	26.5391773259
P53010	24.6678904526	24.7472217701	24.4621028831	24.4527424544	24.5641087187	24.4276123779
P53011	28.1128655156	28.0009925829	28.5300065967	28.3515778722	27.9586701529	28.2412114161
P53012	25.1169210503	24.7323229298	25.3325397827	24.1613041618	25.3441045769	22.9913235565
P53038	23.4644275565	23.7735217366	23.8255412387	23.9250596365	23.4289969845	23.7111187813
P53039	26.9894111758	26.6025579679	26.0155303423	26.2496604779	26.5190617479	24.5644194699
P53040	27.2535631318	27.1461129880	26.7976459969	27.1288419700	26.6365155486	27.1539576010
P53043	27.8969626032	27.5668045569	28.1545250173	27.9323856416	27.3524886496	27.3374113181
P53044	27.8343734982	28.1041298508	28.4933126494	27.5887894036	27.9060244646	28.4589958729
P53049	26.3396321083	26.0237512956	26.0210612925	26.1427791262	26.0224139256	26.8825540560
P53060	23.1119767360	23.4696214714	23.0580484687	22.9431839410	23.8211960727	23.8210026306
P53063	26.5963656476	26.7418166844	26.8873560936	27.2185266953	26.9424416911	27.4319559539
P53064	27.5775004330	27.5781699758	27.9798329225	27.7255235086	27.8698087559	27.6965802909
P53065	23.4373058536	21.9682800460	23.0446811311	23.4594322466	22.9826633507	22.6695257460
P53066	28.4962348543	29.0675183269	29.5464262360	28.6549401716	29.7374238900	30.1852393531
P53067	26.8720409801	26.9127982183	26.3958245094	26.9405735837	27.1680209815	26.8635595920
P53070	26.5173087131	26.6108224905	26.3995076525	26.1542735566	26.1944651385	26.6460598005
P53072	28.6485799317	28.0253477560	28.3293282682	28.8824000669	28.8809066955	28.8194690414
P53073	27.9160348250	27.2000948390	27.6349020501	28.2803207540	27.8459459552	27.9740044920
P53075	29.1091743434	29.2868844001	29.4366155686	29.4391813149	29.3468319461	29.4805278171
P53076	25.0407939964	25.3980573936	25.0897065591	25.2963474669	25.2584342628	25.8031390086
P53078	26.2335402727	26.1548512528	25.4442523478	25.5262081043	25.8639797259	26.7694234644
P53079	26.0074746614	25.8998316751	25.8845564447	25.9621332099	25.7007837655	26.0486236741
P53081	30.0664087661	29.8949984220	29.9549327534	29.7848547357	30.1963663694	29.9315969042
P53082	27.9718873784	27.5447105559	27.2637058642	27.1440550639	25.5315593455	26.1280417601
P53086	24.6972955533	24.8976483068	24.9069940753	24.8025789954	24.7979396616	25.0344640142
P53090	31.9788739338	32.8673768104	32.1391620226	32.2970452824	32.7881757134	32.6399671417
P53091	27.8837576913	27.3754480227	27.6803628693	27.6605400300	27.8064720118	27.6772856016
P53093	26.2064349404	25.7217210315	25.9429265270	25.9689792626	26.3508601455	25.9707000331
P53094	25.0469025279	24.9674361933	25.0169515797	24.7679171083	24.9620296390	25.6082320463
P53095	27.6059401295	27.6602867989	28.1224266541	28.1198688169	28.7044082216	28.8574942452
P53096	25.0016029557	24.5109025638	23.8657981408	24.7300873362	25.0935997447	23.9576808678
P53100	24.1345203537	25.4018081349	24.2720378449	23.9119728681	24.2977835903	23.9954085853
P53101	26.5725215863	26.3304736687	26.2765244786	26.4895558726	26.4916210809	27.8262694754
P53104	23.6802423114	23.6074382550	24.9347534962	23.1909714210	23.8560492789	24.5975224497
P53107	24.1850100720	24.0752917407	23.6902771569	23.6561820152	23.8076413931	23.3198617916
P53108	24.8416007384	24.6926520286	23.9441407633	24.6310310867	24.6682736525	24.6618760675
P53109	25.6401912962	26.1163019497	25.9944858247	26.2244418443	26.2024560862	26.1539470511
P53110	26.0084241285	26.6583283257	26.3626773477	27.0150069964	27.2643468804	27.3551809114
P53111	29.4013193910	29.8056008966	29.8051279954	29.3341012512	28.9370775999	29.7351080849
P53112	26.7075163810	27.0722805259	26.9126019287	26.5193270298	25.7382883305	26.4804525958
P53114	27.8964170783	27.4979953990	27.8818312474	27.7045086609	27.7531467218	27.9172392424
P53115	27.5222802084	27.6578382918	27.2525388256	27.5917234154	27.6824962017	27.7207012183
P53119	25.7488630797	25.8617018323	25.6582780096	25.5370340427	25.7849435813	25.9654572650
P53120	25.7827901716	26.1898850229	26.1863406720	25.5023803496	25.4731414009	26.1350120123
P53121	25.7453533716	26.3145553564	26.2100434813	26.3050906860	26.2713117105	26.5244110950
P53125	24.8224768018	24.6038956170	24.7962902624	24.4864638838	24.7682672166	25.1915733857
P53128	25.1086045447	25.9775774037	26.6233435662	24.6677742606	27.1311158160	28.6312836681
P53129	23.5307835550	23.5688763135	23.4338741002	23.4286907812	23.6984256894	24.2210219591
P53131	29.1729064801	29.1989885699	29.2885416034	29.4310914513	29.0245522745	29.3494519298
P53134	23.2839727726	23.1851264091	22.4585075472	23.1813286443	23.2947083779	23.3185127678
P53136	26.8688188172	26.9339992860	27.0529161321	27.2460125481	26.7085893628	26.8517162739
P53137	24.6030677643	23.0746531211	23.4231349414	24.6763287528	24.5717106202	24.5576821851
P53139	24.6523909815	25.7821760621	25.1027701900	24.8893332222	25.1084904872	24.9358159664
P53140	25.6278349866	25.4141632734	25.3417037662	25.9200659560	25.3778803824	26.3006516146
P53141	31.3925258528	32.2744259341	32.4095975773	31.3258598867	32.1500397670	31.8527329999
P53144	26.5830028904	26.0552007585	26.7913407135	26.6787223075	26.6135392578	27.0702587605
P53145	28.5417369909	28.1666797256	27.9381272204	28.6910869388	28.0785702373	28.2669258849
P53146	24.2913340239	24.6500172652	25.0328273387	24.1063746994	24.5377688774	24.9297976906
P53152	26.7736464159	27.3137734753	27.1666143828	27.2710683612	27.3229693400	27.3761324639
P53154	25.4670488615	25.2251860980	24.7789900926	26.0628128946	25.9095438070	25.1043652071
P53155	27.8607317841	27.8300875318	28.4102901105	27.9406831735	28.0710995831	28.0515257137
P53163	28.6252627448	28.1526865495	28.5751376213	29.1220931838	28.7193905899	29.3888479053
P53164	26.3098713880	25.9888204884	25.8995382599	26.1208363544	26.0586006228	26.5576668372
P53165	23.7524366190	23.1117172220	23.1476856156	24.1514598452	23.8445248462	24.3201079075
P53166	26.1224607270	25.2564679667	24.7438239747	25.0870101244	24.1922081974	22.9336603756
P53168	25.2509367313	24.9891572098	25.3482608801	25.2918184547	24.8520066811	25.3347269006
P53169	24.9746498844	24.5697696785	25.4195577795	25.2955250669	25.1656486593	24.9093105142
P53170	24.3149747238	23.9147954112	23.3637277689	23.3870430810	23.5597636829	22.3241555515
P53171	25.3344444953	25.2046120879	24.6437738259	24.9842315545	24.6061408962	24.4496804188
P53172	27.2667083147	27.2541686173	26.9954240443	26.8824285925	27.1844801644	27.1870760116
P53173	27.6648247121	27.2713988398	27.3088712714	27.4033089683	27.2725452059	27.0328774798
P53177	25.7449898106	25.7586290528	25.9397179343	25.8409674552	25.2513143828	25.4341813673
P53178	25.6792024580	25.7231742398	25.1519435156	26.6355062453	25.7781318806	25.6172142022
P53183	27.4672148795	28.1776113283	27.1516406193	27.8176705622	28.3627093032	27.9921755586
P53184	30.4483019584	31.4385931884	31.1232596015	30.9360869609	32.6190893601	31.9235950661
P53185	23.8699035783	24.2355396766	23.9693271780	23.0023744561	23.6641827614	23.7530790589
P53189	26.0739788118	26.2099846210	26.2585990980	26.2186532340	27.5587096613	27.7250127790
P53191	24.7224159390	24.2300340980	24.1915250847	24.4978889804	24.4083824708	24.6149148982
P53192	25.7780647595	25.4876873825	25.6901174248	25.9519212264	25.4534739321	25.6956586497
P53193	26.1734422185	26.1668287804	26.0470732099	25.8215574248	26.6055052246	24.9538416742
P53195	26.7761394505	26.8757125667	27.1705439048	26.5410006350	26.6240024439	26.5853482418
P53196	26.1425290931	26.4304028626	27.3347999109	26.2981790478	26.4355052103	26.0929727854
P53198	24.0715839120	24.7687788388	24.3377748866	24.2098777338	24.1242462584	24.5876951153
P53199	28.3393511667	29.0117705042	28.6945323386	28.4051370179	28.8262508902	28.6077206875
P53200	26.8116389555	26.7318738811	27.1520192297	27.3834515736	27.5936956419	27.1538560778
P53201	24.2234323592	23.9798868104	24.4262407845	24.2738372666	24.5330507549	24.5379019947
P53202	25.1492830052	25.1879549476	25.0485684021	24.3468388686	24.2944853447	24.4577956616
P53204	26.6260197627	26.4658192277	26.1800798332	26.3032678643	26.0978559400	26.5568070941
P53206	27.8094963530	27.9302361595	27.8462430038	27.1608038188	27.8375337154	27.9185544792
P53207	24.1498346373	24.3370659523	23.9958652098	24.1117486689	24.4385400005	24.1560132840
P53210	27.1060400210	26.8859108776	27.4952909129	26.9837583416	27.2318233644	27.1490764120
P53212	25.1553727544	25.0068314544	25.1477767359	24.6337038950	25.4282377682	25.1572329470
P53215	26.4547005531	26.0922932074	25.9953185494	25.5229034285	25.5348444902	25.9752115518
P53217	25.6969094423	26.0673316751	26.1626896844	25.2357599221	26.5708836460	25.6628016614
P53218	25.0023532501	25.0509290319	24.2050759054	24.3675439190	25.8205214551	23.9153599615
P53219	24.4498600728	24.3042682405	24.3435230355	24.6702084750	24.9198877599	24.9406731331
P53221	30.3701081703	30.4806636890	30.3494829013	30.7852056877	30.5476472889	31.4264719100
P53224	25.0517825434	24.6417109142	24.4359525397	24.4794005521	25.1436847423	24.2405805710
P53227	25.6530263710	25.2717712074	24.9434796595	24.9868874646	24.3735235586	23.2681100824
P53228	24.8553188766	27.7866911417	28.1635193752	24.3705912518	28.4513748580	27.9389066397
P53235	29.5629472383	29.7238867256	29.6233606322	29.7244577265	29.7756109630	29.8532958015
P53236	23.9912986848	24.0893427360	24.0803876879	24.2030964603	23.9271286356	24.1504814461
P53238	24.5724687459	24.7124785608	24.6225101313	23.5869561123	23.2656143851	23.8609314515
P53244	23.8770266838	24.3051823045	23.9237978317	23.7876447331	24.1814168283	24.0918366366
